ID;Job;Dat.Arrv.Job
1433;1;01/06/2012
1434;1;01/06/2012
1435;1;01/06/2012
1436;1;01/06/2012
1437;1;01/06/2012
1438;1;01/06/2012
1439;1;01/06/2012
1440;1;01/06/2012
1441;1;01/06/2012
1442;1;01/06/2012
1443;1;01/06/2012
1444;1;01/06/2012
1445;1;01/06/2012
1446;1;01/06/2012
1447;1;01/06/2012
1448;1;01/06/2012
1449;1;01/06/2012
1450;1;01/06/2012
1451;1;01/06/2012
1452;1;01/06/2012
1453;1;01/06/2012
1454;1;01/06/2012
1455;1;01/06/2012
1456;1;01/06/2012
1457;1;01/06/2012
1458;1;01/06/2012
1459;1;01/06/2012
1460;1;01/06/2012
1461;1;01/06/2012
1462;1;01/06/2012
1463;1;01/06/2012
1464;1;01/06/2012
1465;1;01/06/2012
1466;1;01/06/2012
1467;1;01/06/2012
1468;1;01/06/2012
1469;1;01/06/2012
1470;1;01/06/2012
1471;1;01/06/2012
1472;1;01/06/2012
1478;1;01/06/2012
1479;1;01/06/2012
1480;1;01/06/2012
1481;1;01/06/2012
1482;1;01/06/2012
1483;1;01/06/2012
1484;1;01/06/2012
1485;1;01/06/2012
1486;1;01/06/2012
1487;1;01/06/2012
1488;1;01/06/2012
1489;1;01/06/2012
1490;1;01/06/2012
1491;1;01/06/2012
1492;1;01/06/2012
1493;1;01/06/2012
1494;1;01/06/2012
1495;1;01/06/2012
1496;1;01/06/2012
1497;1;01/06/2012
1498;1;01/06/2012
1499;1;01/06/2012
1500;1;01/06/2012
1501;1;01/06/2012
1502;1;01/06/2012
1503;1;01/06/2012
1504;1;01/06/2012
1505;1;01/06/2012
1507;1;01/06/2012
1509;1;01/06/2012
1511;1;01/06/2012
1513;1;01/06/2012
1515;1;01/06/2012
1516;1;01/06/2012
1517;1;01/06/2012
1518;1;01/06/2012
1519;1;01/06/2012
1520;1;01/06/2012
1521;1;01/06/2012
1522;1;01/06/2012
1523;1;01/06/2012
1524;1;01/06/2012
1525;1;01/06/2012
1526;1;01/06/2012
1527;1;01/06/2012
1528;1;01/06/2012
1529;1;01/06/2012
1530;1;01/06/2012
1531;1;01/06/2012
1532;1;01/06/2012
1533;1;01/06/2012
1534;1;01/06/2012
1535;1;01/06/2012
1536;1;01/06/2012
1537;1;01/06/2012
1538;1;01/06/2012
1539;1;01/06/2012
1540;1;01/06/2012
1541;1;01/06/2012
1542;1;01/06/2012
1543;1;01/06/2012
1544;1;01/06/2012
1545;1;01/06/2012
1546;1;01/06/2012
1547;1;01/06/2012
1548;1;01/06/2012
1549;1;01/06/2012
1550;1;01/06/2012
1551;1;01/06/2012
1552;1;01/06/2012
1553;1;01/06/2012
1554;1;01/06/2012
1555;1;01/06/2012
1556;1;01/06/2012
1558;1;01/06/2012
1559;1;01/06/2012
1561;1;01/06/2012
1562;1;01/06/2012
1564;1;01/06/2012
1565;1;01/06/2012
1567;1;01/06/2012
1568;1;01/06/2012
1570;1;01/06/2012
1571;1;01/06/2012
1572;1;01/06/2012
1573;1;01/06/2012
1574;1;01/06/2012
1575;1;01/06/2012
1576;1;01/06/2012
1577;1;01/06/2012
1578;1;01/06/2012
1579;1;01/06/2012
1580;1;01/06/2012
1581;1;01/03/2012
1581;1;01/06/2012
1582;1;01/06/2012
1583;1;01/06/2012
1584;1;01/06/2012
1585;1;01/06/2012
1586;1;01/06/2012
1587;1;01/06/2012
1588;1;01/06/2012
1589;1;01/06/2012
1590;1;01/06/2012
1591;1;01/06/2012
1592;1;01/06/2012
1593;1;01/06/2012
1594;1;01/06/2012
1595;1;01/06/2012
1596;1;01/06/2012
1597;1;01/06/2012
1598;1;01/06/2012
1599;1;01/06/2012
1600;1;01/06/2012
1601;1;01/06/2012
1602;1;01/06/2012
1603;1;01/06/2012
1604;1;01/06/2012
1605;1;01/06/2012
1606;1;01/06/2012
1608;1;01/06/2012
1609;1;01/06/2012
1610;1;01/06/2012
1612;1;01/06/2012
1613;1;01/06/2012
1614;1;01/06/2012
1616;1;01/06/2012
1617;1;01/06/2012
1618;1;01/06/2012
1620;1;01/06/2012
1621;1;01/06/2012
1622;1;01/06/2012
1624;1;01/06/2012
1625;1;01/06/2012
1626;1;01/10/2012
1626;1;01/06/2012
1627;1;01/06/2012
1628;1;01/06/2012
1629;1;01/06/2012
1630;1;01/06/2012
1631;1;01/06/2012
1632;1;01/06/2012
1633;1;01/06/2012
1634;1;01/06/2012
1635;1;01/06/2012
1636;1;01/06/2012
1637;1;01/06/2012
1638;1;01/06/2012
1639;1;01/06/2012
1640;1;01/06/2012
1641;1;01/06/2012
1642;1;01/06/2012
1643;1;01/06/2012
1644;1;01/06/2012
1645;1;01/06/2012
1646;1;01/06/2012
1647;1;01/06/2012
1648;1;01/06/2012
1649;1;01/06/2012
1650;1;01/06/2012
1651;1;01/06/2012
1652;1;01/06/2012
1653;1;01/06/2012
1654;1;01/06/2012
1655;1;01/06/2012
1656;1;01/06/2012
1657;1;01/06/2012
1658;1;01/06/2012
1659;1;01/06/2012
1660;1;01/06/2012
1661;1;01/06/2012
1662;1;01/06/2012
1663;1;01/06/2012
1664;1;01/06/2012
1665;1;01/06/2012
1666;1;01/06/2012
1667;1;01/06/2012
1668;1;01/06/2012
1669;1;01/06/2012
1670;1;01/06/2012
1671;1;01/06/2012
1672;1;01/06/2012
1675;1;01/06/2012
1676;1;01/06/2012
1677;1;01/06/2012
1678;1;01/06/2012
1680;1;01/06/2012
1681;1;01/06/2012
1682;1;01/06/2012
1683;1;01/06/2012
1685;1;01/06/2012
1686;1;01/06/2012
1687;1;01/06/2012
1688;1;01/06/2012
1690;1;01/06/2012
1691;1;01/06/2012
1692;1;01/06/2012
1693;1;01/06/2012
1695;1;01/06/2012
1696;1;01/06/2012
1697;1;01/06/2012
1698;1;01/06/2012
1699;1;01/06/2012
1700;1;01/06/2012
1701;1;01/06/2012
1702;1;01/06/2012
1703;1;01/06/2012
1705;1;01/06/2012
1706;1;01/06/2012
1707;1;01/06/2012
1708;1;01/06/2012
1710;1;01/06/2012
1711;1;01/06/2012
1713;1;01/06/2012
1714;1;01/06/2012
1715;1;01/06/2012
1716;1;01/06/2012
1717;1;01/06/2012
1718;1;01/06/2012
1719;1;01/06/2012
1720;1;01/06/2012
1721;1;01/06/2012
1722;1;01/06/2012
1723;1;01/06/2012
1724;1;01/06/2012
1725;1;01/06/2012
1726;1;01/06/2012
1727;1;01/06/2012
1728;1;01/06/2012
1729;1;01/06/2012
1730;1;01/06/2012
1731;1;01/06/2012
1732;1;01/01/2013
1732;2;01/06/2013
1732;3;01/06/2014
1733;1;01/06/2012
1734;1;01/06/2012
1735;1;01/06/2012
1736;1;01/06/2012
1737;1;01/06/2012
1739;1;01/06/2012
1740;1;01/06/2012
1741;1;01/06/2012
1742;1;01/06/2012
1743;1;01/06/2012
1744;1;01/06/2012
1745;1;01/06/2012
1746;1;01/06/2012
1748;1;01/06/2012
1749;1;01/06/2012
1750;1;01/06/2012
1751;1;01/06/2012
1752;1;01/06/2012
1753;1;01/06/2012
1754;1;01/06/2012
1755;1;01/06/2012
1756;1;01/06/2012
1757;1;01/06/2012
1758;1;01/06/2012
1759;1;01/06/2012
1760;1;01/06/2012
1761;1;01/06/2012
1762;1;01/06/2012
1763;1;01/06/2012
1764;1;01/06/2012
1765;1;01/06/2012
1766;1;01/06/2012
1767;1;01/06/2012
1768;1;01/06/2012
1769;1;01/06/2012
1770;1;01/06/2012
1771;1;01/06/2012
1773;1;01/06/2012
1774;1;01/06/2012
1775;1;01/06/2012
1777;1;01/06/2012
1778;1;01/06/2012
1779;1;01/06/2012
1780;1;01/06/2012
1781;1;01/06/2012
1782;1;01/06/2012
1783;1;01/06/2012
1784;1;01/06/2012
1785;1;01/06/2012
1786;1;01/06/2012
1787;1;01/06/2012
1788;1;01/06/2012
1789;1;01/06/2012
1790;1;01/06/2012
1791;1;01/06/2012
1792;1;01/06/2012
1793;1;01/06/2012
1794;1;01/06/2012
1795;1;01/06/2012
1796;1;01/06/2012
1797;1;01/06/2012
1798;1;01/06/2012
1799;1;01/06/2012
1800;1;01/06/2012
1801;1;01/06/2012
1802;1;01/06/2012
1803;1;01/06/2012
1804;1;01/06/2012
1805;1;01/06/2012
1806;1;01/06/2012
1807;1;01/06/2012
1808;1;01/06/2012
1809;1;01/06/2012
1810;1;01/06/2012
1811;1;01/06/2012
1812;1;01/06/2012
1813;1;01/06/2012
1814;1;01/06/2012
1815;1;01/06/2012
1816;1;01/06/2012
1817;1;01/06/2012
1818;1;01/06/2012
1819;1;01/06/2012
1820;1;01/06/2012
1821;1;01/06/2012
1822;1;01/06/2012
1823;1;01/06/2012
1824;1;01/06/2012
1825;1;01/06/2012
1827;1;01/06/2012
1828;1;01/06/2012
1829;1;01/06/2012
1830;1;01/06/2012
1831;1;01/06/2012
1833;1;01/06/2012
1834;1;01/06/2012
1836;1;01/06/2012
1837;1;01/06/2012
1839;1;01/06/2012
1841;1;01/06/2012
1842;1;01/06/2012
1843;1;01/06/2012
1844;1;01/06/2012
1845;1;01/06/2012
1846;1;01/06/2012
1847;1;01/06/2012
1848;1;01/06/2012
1849;1;01/06/2012
1850;1;01/06/2012
1851;1;01/06/2012
1852;1;01/06/2012
1853;1;01/06/2012
1854;1;01/06/2012
1855;1;01/06/2012
1856;1;01/06/2012
1857;1;01/06/2012
1858;1;01/06/2012
1859;1;01/06/2012
1860;1;01/06/2012
1861;1;01/06/2012
1862;1;01/06/2012
1863;1;01/06/2012
1864;1;01/06/2012
1865;1;01/06/2012
1866;1;01/06/2012
1867;1;01/06/2012
1869;1;01/06/2012
1870;1;01/06/2012
1871;1;01/06/2012
1872;1;01/06/2012
1873;1;01/06/2012
1874;1;01/06/2012
1875;1;01/06/2012
1876;1;01/06/2012
1877;1;01/06/2012
1878;1;01/06/2012
1879;1;01/06/2012
1880;1;01/06/2012
1881;1;01/06/2012
1882;1;01/06/2012
1883;1;01/06/2012
1884;1;01/06/2012
1885;1;01/06/2012
1886;1;01/06/2012
1887;1;01/06/2012
1888;1;01/06/2012
1889;1;01/06/2012
1890;1;01/06/2012
1891;1;01/06/2012
1892;1;01/06/2012
1893;1;01/06/2012
1894;1;01/06/2012
1895;1;01/06/2012
1896;1;01/06/2012
1897;1;01/06/2012
1898;1;01/06/2012
1899;1;01/06/2012
1900;1;01/06/2012
1901;1;01/06/2012
1902;1;01/06/2012
1903;1;01/06/2012
1904;1;01/06/2012
1905;1;01/06/2012
1906;1;01/06/2012
1907;1;01/06/2012
1908;1;01/06/2012
1909;1;01/06/2012
1910;1;01/06/2012
1911;1;01/06/2012
1912;1;01/06/2012
1913;1;01/06/2012
1914;1;01/06/2012
1915;1;01/06/2012
1916;1;01/06/2012
1917;1;01/06/2012
1918;1;01/06/2012
1919;1;01/06/2012
1921;1;01/06/2012
1922;1;01/06/2012
1923;1;01/06/2012
1924;1;01/06/2012
1925;1;01/06/2012
1926;1;01/06/2012
1927;1;01/06/2012
1928;1;01/06/2012
1929;1;01/06/2012
1930;1;01/06/2012
1931;1;01/06/2012
1932;1;01/06/2012
1933;1;01/01/2011
1933;2;01/03/2011
1933;3;01/11/2012
1934;1;01/06/2012
1935;1;01/06/2012
1936;1;01/06/2012
1937;1;01/06/2012
1938;1;01/06/2012
1939;1;01/11/2013
1939;1;01/06/2012
1940;1;01/06/2012
1941;1;01/06/2012
1942;1;01/06/2012
1943;1;01/06/2012
1944;1;01/06/2012
1945;1;01/06/2012
1946;1;01/06/2012
1947;1;01/06/2012
1948;1;01/06/2012
1949;1;01/06/2012
1950;1;01/06/2012
1951;1;01/06/2012
1952;1;01/06/2012
1953;1;01/06/2012
1954;1;01/06/2012
1956;1;01/06/2012
1957;1;01/06/2012
1958;1;01/06/2012
1959;1;01/06/2012
1960;1;01/06/2012
1961;1;01/06/2012
1962;1;01/06/2012
1963;1;01/06/2012
1964;1;01/06/2012
1965;1;01/06/2012
1966;1;01/06/2012
1967;1;01/06/2012
1968;1;01/06/2012
1969;1;01/06/2012
1970;1;01/06/2012
1974;1;01/06/2012
1976;1;01/06/2012
1977;1;01/06/2012
1978;1;01/06/2012
1979;1;01/06/2012
1980;1;01/06/2012
1981;1;01/06/2012
1982;1;01/06/2012
1983;1;01/06/2012
1984;1;01/06/2012
1985;1;01/06/2012
1986;1;01/06/2012
1987;1;01/01/2010
1987;2;01/03/2011
1987;3;01/11/2012
1988;1;01/06/2012
1989;1;01/06/2012
1990;1;01/06/2012
1991;1;01/06/2012
1992;1;01/06/2012
1993;1;01/06/2012
1994;1;01/06/2012
1995;1;01/06/2012
1996;1;01/06/2012
1997;1;01/06/2012
1998;1;01/06/2012
1999;1;01/06/2012
2000;1;01/06/2012
2001;1;01/06/2012
2002;1;01/06/2012
2003;1;01/06/2012
2004;1;01/06/2012
2005;1;01/06/2012
2007;1;01/06/2012
2008;1;01/06/2012
2011;1;01/06/2012
2012;1;01/06/2012
2013;1;01/06/2012
2016;1;01/06/2012
2017;1;01/06/2012
2018;1;01/06/2012
2020;1;01/06/2012
2021;1;01/06/2012
2022;1;01/06/2012
2023;1;01/06/2012
2024;1;01/06/2012
2025;1;01/06/2012
2026;1;01/06/2012
2027;1;01/06/2012
2028;1;01/06/2012
2029;1;01/06/2012
2030;1;01/06/2010
2030;2;01/03/2013
2031;1;01/06/2014
2033;1;01/06/2012
2034;1;01/06/2012
2036;1;01/06/2012
2037;1;01/06/2012
2038;1;01/06/2012
2040;1;01/04/2010
2040;2;01/03/2014
2041;1;01/06/2012
2051;1;01/06/2012
2052;1;01/06/2012
2053;1;01/06/2012
2054;1;01/06/2012
2055;1;01/06/2012
2056;1;01/06/2012
2058;1;01/02/2010
2058;2;01/07/2013
2059;1;01/06/2012
2060;1;01/06/2012
2061;1;01/06/2012
2062;1;01/06/2012
2063;1;01/06/2012
2064;1;01/06/2012
2065;1;01/06/2012
2066;1;01/06/2012
2067;1;01/06/2012
2068;1;01/06/2012
2069;1;01/06/2012
2070;1;01/06/2012
2071;1;01/06/2012
2072;1;01/06/2012
2073;1;01/06/2012
2075;1;01/06/2012
2076;1;01-082010
2076;2;01/09/2012
2076;3;01/11/2013
2077;1;01/06/2012
2078;1;01/06/2012
2079;1;01/06/2012
2081;1;01/06/2012
2082;1;01/01/2013
2082;1;01/06/2012
4447;1;01/01/2013
XAZ;1;01/01/2013
